epoch,train_f1_PPancreas,train_accuracy,train_f1_NPancreas,train_recall_PPancreas,train_f1_score,train_precision,train_precision_PPancreas,train_loss,train_recall,train_precision_NPancreas,train_recall_NPancreas,val_f1_PPancreas,val_accuracy,val_f1_NPancreas,val_recall_PPancreas,val_f1_score,val_precision,val_precision_PPancreas,val_loss,val_recall,val_precision_NPancreas,val_recall_NPancreas,dataset,task
90,0.9990627928772259,0.9985795454545454,0.9970674486803519,1.0,0.9985781283066785,0.9985822054817841,0.99812734082397,0.00028044315096374044,0.9985795454545454,1.0,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6994819058454596e-06,1.0,1.0,1.0,pancreas,classification
91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.321276693845654e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.427218429714478e-06,1.0,1.0,1.0,pancreas,classification
92,0.9990610328638497,0.9985795454545454,0.9970845481049563,0.99812382739212,0.9985809492079253,0.9985878039112049,1.0,0.00045513335104694556,0.9985795454545454,0.9941860465116279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.528403229243519e-06,1.0,1.0,1.0,pancreas,classification
93,0.9990610328638497,0.9985795454545454,0.9970845481049563,0.99812382739212,0.9985809492079253,0.9985878039112049,1.0,0.00012782477620021382,0.9985795454545454,0.9941860465116279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.707886494708708e-06,1.0,1.0,1.0,pancreas,classification
94,0.99812734082397,0.9971590909090909,0.9941176470588236,1.0,0.9971533953213563,0.9971697111299914,0.9962616822429906,0.00042474970333924745,0.9971590909090909,1.0,0.9883040935672515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.921530174705285e-06,1.0,1.0,1.0,pancreas,classification
95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.380971543324367e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0700035311429845e-06,1.0,1.0,1.0,pancreas,classification
96,0.9990627928772259,0.9985795454545454,0.9970674486803519,1.0,0.9985781283066785,0.9985822054817841,0.99812734082397,0.0001629829598124905,0.9985795454545454,1.0,0.9941520467836257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.27824921768082e-06,1.0,1.0,1.0,pancreas,classification
97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.395058199539562e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.1168745523517085e-06,1.0,1.0,1.0,pancreas,classification
98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.224310250114617e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.843213133713024e-06,1.0,1.0,1.0,pancreas,classification
99,0.99812734082397,0.9971590909090909,0.9941176470588236,1.0,0.9971533953213563,0.9971697111299914,0.9962616822429906,0.0012416759380962296,0.9971590909090909,1.0,0.9883040935672515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.970976468977989e-06,1.0,1.0,1.0,pancreas,classification
100,0.9990610328638497,0.9985795454545454,0.9970845481049563,0.99812382739212,0.9985809492079253,0.9985878039112049,1.0,0.00025440105957582915,0.9985795454545454,0.9941860465116279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.332860870900649e-06,1.0,1.0,1.0,pancreas,classification
